"Supplier Site","Invoice No.","Invoice Status","Invoice Date","Invoice Type","Total Invoice Amount","Schedule Payment Amount","Balance Amount","Invoice Description","Payment Terms","Schedule Payment Date","Payment Hold","Payment Hold Reason","Payment Method","PO Number",
"27-SOLAPUR","9064","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9064/Party LR Date : 25-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9064-TDS-CM-3959513","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9064-TDS-CM-3959513","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9065","Validated","09-Mar-2023","Standard","           5,170.00","           5,170.00","                .00","Party LR NO : 9065/Party LR Date : 24-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9065-TDS-CM-3959531","Validated","09-Mar-2023","Credit Memo","             -51.70","             -51.70","                .00","9065-TDS-CM-3959531","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9066","Validated","09-Mar-2023","Standard","          19,220.00","          19,220.00","                .00","Party LR NO : 9066/Party LR Date : 24-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9066-TDS-CM-3959504","Validated","09-Mar-2023","Credit Memo","            -192.20","            -192.20","                .00","9066-TDS-CM-3959504","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9067","Validated","09-Mar-2023","Standard","          11,638.00","          11,638.00","                .00","Party LR NO : 9067/Party LR Date : 25-FEB-23","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","9067-TDS-CM-3959514","Validated","09-Mar-2023","Credit Memo","            -116.38","            -116.38","                .00","9067-TDS-CM-3959514","IMMEDIATE","09-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8347-TDS-CM-4022462","Validated","04-Mar-2023","Credit Memo","             -18.00","             -18.00","                .00","8347-TDS-CM-4022462","IMMEDIATE","04-Mar-2023","N","","CHECK","",
"27-SOLAPUR","8347","Validated","04-Mar-2023","Standard","           1,800.00","           1,800.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","04-Mar-2023","N","","CHECK","",
"27-SOLAPUR","A175","Validated","23-Feb-2023","Standard","          46,800.00","          46,800.00","                .00","TRANSPORTATION CHARGES FOR FREIGHT INWARD","IMMEDIATE","23-Feb-2023","N","","CHECK","",
